Errors,"Suggested Fixes",Description,"System ID",UPC,EAN,"Custom SKU","Manufacturer SKU",Vendor,"Vendor ID",Brand,"Default Cost","Default - Price","MSRP - Price","Online - Price","Matrix Description","Matrix Attribute Set","Attribute 1","Attribute 2","Attribute 3",Discountable,Taxable,"Tax Class","Item Type","Publish To eCom",Serialized,Category,"Subcategory 1","Subcategory 2","Subcategory 3","Subcategory 4","Clear Existing Tags","Add Tags",Note,"Display Note",Archive,"Featured Image",Image,Image,Image,Image,Image,Image,Image,Image,Image,Image,Image,"Shop Quantity on Hand","Shop Unit Cost","Shop Reorder Point","Shop Reorder Level"
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,66.43,9008415853366,56075090,44900-8105,"Boards & More",,Duotone,43.89,66.43,66.43,66.43,"2020 5th E Upgrade Kit (Trust Bar)",Size,22,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,66.43,9008415853359,56075090,44900-8105,"Boards & More",,Duotone,43.89,66.43,66.43,66.43,"2020 5th E Upgrade Kit (Trust Bar)",Size,24,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,66.43,9008415853342,56075090,44900-8105,"Boards & More",,Duotone,43.89,66.43,66.43,66.43,"2020 5th E Upgrade Kit (Trust Bar)",Size,27,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,79.73,9008415854042,56075090,44900-8106,"Boards & More",,Duotone,53.20,79.73,79.73,79.73,"2020 5th E Upgrade Kit (Click Bar)",Size,22-24,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,79.73,9008415854059,56075090,44900-8106,"Boards & More",,Duotone,53.20,79.73,79.73,79.73,"2020 5th E Upgrade Kit (Click Bar)",Size,20-22,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,146.23,9008415857876,56075090,44900-8180,"Boards & More",,Duotone,97.09,146.23,146.23,146.23,"2020 Hadlow Upgrade Kit (Click Bar small)",Size,22,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.","2020 School Upgrade Kit (Click Bar)",,25.20,9008415857340,95030099,44900-8179,"Boards & More",,Duotone,17.29,25.20,25.20,25.20,,," "," ",,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,66.43,9008415926534,84142080,44200-7060,"Boards & More",,Duotone,43.89,66.43,66.43,66.43,"Kite Pump",Color,Grey,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Pump,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,79.73,9008415926541,84142080,44200-7060,"Boards & More",,Duotone,53.20,79.73,79.73,79.73,"Kite Pump",Color,Turquoise,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Pump,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1063.93,9008415917013,95062900,44200-3422,"Boards & More",,Duotone,670.32,1063.93,1063.93,1063.93,"2020 Duotone TS",Size,134,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1063.93,9008415917037,95062900,44200-3422,"Boards & More",,Duotone,670.32,1063.93,1063.93,1063.93,"2020 Duotone TS",Size,138,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1063.93,9008415917020,95062900,44200-3422,"Boards & More",,Duotone,670.32,1063.93,1063.93,1063.93,"2020 Duotone TS",Size,142,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1595.93,9008415917075,95062900,44200-3423,"Boards & More",,Duotone,1042.72,1595.93,1595.93,1595.93,"2020 Duotone TS Textreme",Size,134,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1595.93,9008415917099,95062900,44200-3423,"Boards & More",,Duotone,1042.72,1595.93,1595.93,1595.93,"2020 Duotone TS Textreme",Size,138,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1595.93,9008415917082,95062900,44200-3423,"Boards & More",,Duotone,1042.72,1595.93,1595.93,1595.93,"2020 Duotone TS Textreme",Size,142,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1595.93,9008415917303,95062900,44200-3433,"Boards & More",,Duotone,1042.72,1595.93,1595.93,1595.93,"2020 Duotone TS Hadlow Textreme",Size,140,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1063.93,9008415916375,95062900,44200-3424,"Boards & More",,Duotone,670.32,1063.93,1063.93,1063.93,"2020 Duotone GAMBLER",Size,136,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1063.93,9008415916368,95062900,44200-3424,"Boards & More",,Duotone,670.32,1063.93,1063.93,1063.93,"2020 Duotone GAMBLER",Size,142,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1063.93,9008415916351,95062900,44200-3424,"Boards & More",,Duotone,670.32,1063.93,1063.93,1063.93,"2020 Duotone GAMBLER",Size,148,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,930.93,9008415916528,95062900,44200-3420,"Boards & More",,Duotone,577.22,930.93,930.93,930.93,"2020 Duotone JAIME",Size,130,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,930.93,9008415916511,95062900,44200-3420,"Boards & More",,Duotone,577.22,930.93,930.93,930.93,"2020 Duotone JAIME",Size,133,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,930.93,9008415916542,95062900,44200-3420,"Boards & More",,Duotone,577.22,930.93,930.93,930.93,"2020 Duotone JAIME",Size,136,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,930.93,9008415916559,95062900,44200-3420,"Boards & More",,Duotone,577.22,930.93,930.93,930.93,"2020 Duotone JAIME",Size,139,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,930.93,9008415916535,95062900,44200-3420,"Boards & More",,Duotone,577.22,930.93,930.93,930.93,"2020 Duotone JAIME",Size,142,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415916610,95062900,44200-3421,"Boards & More",,Duotone,949.62,1462.93,1462.93,1462.93,"2020 Duotone JAIME Textreme",Size,133,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415916634,95062900,44200-3421,"Boards & More",,Duotone,949.62,1462.93,1462.93,1462.93,"2020 Duotone JAIME Textreme",Size,136,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415916641,95062900,44200-3421,"Boards & More",,Duotone,949.62,1462.93,1462.93,1462.93,"2020 Duotone JAIME Textreme",Size,139,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415916627,95062900,44200-3421,"Boards & More",,Duotone,949.62,1462.93,1462.93,1462.93,"2020 Duotone JAIME Textreme",Size,142,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,904.33,9008415916870,95062900,44200-3429,"Boards & More",,Duotone,558.60,904.33,904.33,904.33,"2020 Duotone Soleil",Size,128,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,904.33,9008415916856,95062900,44200-3429,"Boards & More",,Duotone,558.60,904.33,904.33,904.33,"2020 Duotone Soleil",Size,132,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,904.33,9008415916863,95062900,44200-3429,"Boards & More",,Duotone,558.60,904.33,904.33,904.33,"2020 Duotone Soleil",Size,136,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415916917,95062900,44200-3430,"Boards & More",,Duotone,949.62,1462.93,1462.93,1462.93,"2020 Duotone Soleil Textreme",Size,132,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415916924,95062900,44200-3430,"Boards & More",,Duotone,949.62,1462.93,1462.93,1462.93,"2020 Duotone Soleil Textreme",Size,136,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,904.33,9008415916702,95062900,44200-3425,"Boards & More",,Duotone,558.60,904.33,904.33,904.33,"2020 Duotone Select",Size,132,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,904.33,9008415916696,95062900,44200-3425,"Boards & More",,Duotone,558.60,904.33,904.33,904.33,"2020 Duotone Select",Size,135,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,904.33,9008415916719,95062900,44200-3425,"Boards & More",,Duotone,558.60,904.33,904.33,904.33,"2020 Duotone Select",Size,138,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,904.33,9008415916726,95062900,44200-3425,"Boards & More",,Duotone,558.60,904.33,904.33,904.33,"2020 Duotone Select",Size,141,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415916788,95062900,44200-3426,"Boards & More",,Duotone,949.62,1462.93,1462.93,1462.93,"2020 Duotone Select Textreme",Size,132,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415916771,95062900,44200-3426,"Boards & More",,Duotone,949.62,1462.93,1462.93,1462.93,"2020 Duotone Select Textreme",Size,135,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415916795,95062900,44200-3426,"Boards & More",,Duotone,949.62,1462.93,1462.93,1462.93,"2020 Duotone Select Textreme",Size,138,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415916801,95062900,44200-3426,"Boards & More",,Duotone,949.62,1462.93,1462.93,1462.93,"2020 Duotone Select Textreme",Size,141,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,970.83,9008415916955,95062900,44200-3427,"Boards & More",,Duotone,605.15,970.83,970.83,970.83,"2020 Duotone SPIKE",Size,153,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415916979,95062900,44200-3428,"Boards & More",,Duotone,949.62,1462.93,1462.93,1462.93,"2020 Duotone SPIKE Extreme",Size,153,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415916993,95062900,44200-3432,"Boards & More",,Duotone,949.62,1462.93,1462.93,1462.93,"2020 Duotone ULTRASPIKE Textreme",Size,165,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,731.43,9008415916429,95062900,44200-3431,"Boards & More",,Duotone,465.50,731.43,731.43,731.43,"2020 Duotone GONZALES",Size,130,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,731.43,9008415916412,95062900,44200-3431,"Boards & More",,Duotone,465.50,731.43,731.43,731.43,"2020 Duotone GONZALES",Size,134,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,731.43,9008415916450,95062900,44200-3431,"Boards & More",,Duotone,465.50,731.43,731.43,731.43,"2020 Duotone GONZALES",Size,138,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,731.43,9008415916436,95062900,44200-3431,"Boards & More",,Duotone,465.50,731.43,731.43,731.43,"2020 Duotone GONZALES",Size,142,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,731.43,9008415916443,95062900,44200-3431,"Boards & More",,Duotone,465.50,731.43,731.43,731.43,"2020 Duotone GONZALES",Size,151,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Planche,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,106.40,9008415842384,95062900,44900-3301,"Boards & More",,Duotone,74.48,106.40,106.40,106.40,"2020 Duotone Finbox Carbon 30",Size,"FS 4,5",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Ailerons,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,106.40,9008415842391,95062900,44900-3301,"Boards & More",,Duotone,74.48,106.40,106.40,106.40,"2020 Duotone Finbox Carbon 31",Size,"FS 5,0",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Ailerons,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,106.40,9008415842414,95062900,44900-3301,"Boards & More",,Duotone,74.48,106.40,106.40,106.40,"2020 Duotone Finbox Carbon 32",Size,"WK 3,5",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Ailerons,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,66.50,9008415842421,95062900,44900-3302,"Boards & More",,Duotone,46.55,66.50,66.50,66.50,"2020 Duotone Finbox Glass 15",Size,"FS 5,0",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Ailerons,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,305.83,9008415926411,95062900,44200-3311,"Boards & More",,Duotone,214.13,305.83,305.83,305.83,"2020 Duotone Entity Ergo",Size,S,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Footstraps,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,305.83,9008415926404,95062900,44200-3311,"Boards & More",,Duotone,214.13,305.83,305.83,305.83,"2020 Duotone Entity Ergo",Size,M,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Footstraps,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,305.83,9008415926398,95062900,44200-3311,"Boards & More",,Duotone,214.13,305.83,305.83,305.83,"2020 Duotone Entity Ergo",Size,L,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Footstraps,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,305.83,9008415926428,95062900,44200-3311,"Boards & More",,Duotone,214.13,305.83,305.83,305.83,"2020 Duotone Entity Ergo",Size,XL,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Footstraps,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,159.53,9008415851331,95062900,44900-3310,"Boards & More",,Duotone,111.72,159.53,159.53,159.53,"2020 Duotone Vario Combo",Size,OneSize,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Footstraps,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,664.93,9008415926114,95062900,44200-4300,"Boards & More",,Duotone,465.50,664.93,664.93,664.93,"2020 Duotone Duotone Boot",Size,US5-6,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Footstraps,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,664.93,9008415926121,95062900,44200-4300,"Boards & More",,Duotone,465.50,664.93,664.93,664.93,"2020 Duotone Duotone Boot",Size,"US6,5",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Footstraps,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,664.93,9008415926138,95062900,44200-4300,"Boards & More",,Duotone,465.50,664.93,664.93,664.93,"2020 Duotone Duotone Boot",Size,"US7,5-8",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Footstraps,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,664.93,9008415926145,95062900,44200-4300,"Boards & More",,Duotone,465.50,664.93,664.93,664.93,"2020 Duotone Duotone Boot",Size,US9,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Footstraps,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,664.93,9008415926152,95062900,44200-4300,"Boards & More",,Duotone,465.50,664.93,664.93,664.93,"2020 Duotone Duotone Boot",Size,"US10-10,5",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Footstraps,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,664.93,9008415926169,95062900,44200-4300,"Boards & More",,Duotone,465.50,664.93,664.93,664.93,"2020 Duotone Duotone Boot",Size,US11,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Footstraps,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920488,95062900,44200-3402,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Session",Size,"5'11""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
